symbol,timestamp,open,high,low,close,volume,trade_count,vwap
BTC/USD,2024-06-01 05:00:00+00:00,67647.5,67860.305,67526.5855,67805.421,0.521611478,46.0,67691.3150533991
BTC/USD,2024-06-02 05:00:00+00:00,67770.385,68748.0925,67301.4,68511.005,0.509500399,42.0,67998.1686842035
BTC/USD,2024-06-03 05:00:00+00:00,68509.751,70275.1765,68463.715,69060.275,2.824953784,321.0,69397.5685078567
BTC/USD,2024-06-04 05:00:00+00:00,69023.8755,71257.41,68564.1635,71226.091,6.400314237,107.0,69843.4757034348
BTC/USD,2024-06-05 05:00:00+00:00,71146.95,71736.9676322415,70370.321,71095.555,1.957128134,105.0,71090.9299327593
BTC/USD,2024-06-06 05:00:00+00:00,71059.9955,71622.498,70115.9425,71202.73,1.82375264,76.0,71242.6554278026
